id,tweet,aspek_A1,aspek_A2,sentimen_S1,sentimen_S2
290,keterwakilan perempuan dalam proses rekrutmen anggota kpu dan bawaslu mesti dikawal di tiap tahapnya hal ini disampaikan oleh wakil koordinator aliansi maju perempuan indonesia mpi titi anggraini,Fleksibilitas,Fleksibilitas,Positif,Positif
291,sejumlah upaya dilakukan pemerintah indonesia untuk meningkatkan jumlah keterwakilan perempuan di parlemen salah satunya uuno tahun tentang ratifikasi konvensi hak politik perempuan,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Positif,Positif
292,tingkatkan keterwakilan perempuan hingga persen maryono perkuat demokrasi inklusif di kota tangerang,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Positif,Positif
293,sukoharjo komisi pemilihan umum kpu kabupaten sukoharjo menggelar focus group discussion fgd bertema evote dalam pemilu evaluasi dan terobosan silon serta evaluasi putusan mk nomor puuxi tentang keterwakilan perempuan dalam,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Positif,Positif
294,perludem menilai banyak persoalan pemilu berawal dari kebijakan bermasalah kpu mulai dari aturan keterwakilan perempuan hingga akses data dana kampanye yang ditutup penataan ulang kelembagaan penyelenggara pemilu dinilai mendesak selengkapnya,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Negatif,Negatif
295,wakil ketua komisi ii dpr ri saan mustopa menilai peraturan komisi pemilihan umum pkpu nomor tahun yang berpolemik terkait keterwakilan perempuan pada pemilu legislatif pileg tak perlu diubah atau direvisi,Kompetensi Menteri,Kompetensi Menteri,Netral,Netral
296,pkpu tahun yang tidak kunjung direvisi mendorong masyarakat peduli keterwakilan perempuan melayangkan somasi ke tiga lembaga penyelenggara pemilu yakni kpu bawaslu dan dewan kehormatan penyelenggara pemilu,Kompetensi Menteri,Kompetensi Menteri,Negatif,Negatif
297,aliansi maju perempuan indonesia mpi meminta agar tim seleksi timsel calon anggota kpu dan bawaslu berkomitmen untuk penuhi keterwakilan perempuan dalam proses rekrutmen dua lembaga tersebut,Fleksibilitas,Fleksibilitas,Positif,Positif
298,ketua bawaslu ri rahmat bagja mengharapkan keterwakilan perempuan dalam uu pemilu dan pilkada diperkuat untuk memastikan terciptanya keadilan pemilu bagi segenap warga bangsa,Kompetensi Menteri,Kompetensi Menteri,Positif,Positif
299,keterwakilan perempuan di senayan diproyeksi meningkat tipis berdasarkan hasil pemilu dpr ri jumlah perempuan calon anggota legislatif caleg terpilih pada pemilu edisi kali ini sebesar,Kompetensi Menteri,Kompetensi Menteri,Positif,Positif
300,koalisi masyarakat peduli keterwakilan perempuan kmpkp meminta presiden joko widodo segera mempercepat proses penggantian antarwaktu paw hasyim asyari sebagai komisioner komisi pemilihan umum kpu ri,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Positif,Positif
301,sejak pemilu hingga keterwakilan perempuan di dpr belum mencapai persen pemilu pertama tahun menghasilkan orang perempuan yang duduk di parlemen jumlah ini hanya setara dari total anggota parlemen,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Positif,Positif
302,pusako unand menilai kpu sebagai penentu utama kualitas pemilu masih lemah dalam administrasi psu di daerah keterwakilan perempuan keterbukaan dokumen caprescawapres hingga penyusunan pkpu yang tak selaras uu,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Positif,Positif
303,keterwakilan perempuan terpilih anggota dprd kabupatenkota sesumsel pada pemilu tahun sebanyak kursi atau dari kursi berdasarkan data yang diolah dari keputusan kpu kabupatenkota tentang penetapan calon terpilih pemilu,Keterwakilan,Keterwakilan,Positif,Positif
304,peneliti lpem feb ui diahhadi setyonaluri mengatakan bahwa harus ada pembenahan di tingkat partai politik untuk mencapai afirmasi persen keterwakilan perempuan di parlemen,Keterwakilan,Keterwakilan,Positif,Positif
305,bawaslu mengabulkan gugatan dari koalisi masyarakat peduli keterwakilan perempuan terkait kuota persen minimal persen di setiap daerah pemilihan dapil,Keterwakilan,Keterwakilan,Positif,Positif
306,bawaslu bersama kpu dan dkpp akan membahas terkait pasal ayat pkpu nomor tahun usai dikritik masyarakat mengenai keterwakilan perempuan,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Positif,Positif
307,grace natalie sih yg paling ku suka tapi isyana bagoes oka dea tunggaesti cheryltanzil dhini shanti juga oke untuk psi yang pernah lolos dengan keterwakilan perempuan tertinggi,Keterwakilan,Keterwakilan,Positif,Positif
308,menteri pppa keterwakilan perempuan di parlemen harus lebih inklusif,Kompetensi Menteri,Kompetensi Menteri,Positif,Positif
309,demokrasi indonesia mengalami evolusi perempuan memiliki peran penting dalam berbagai gerakan termasuk di indonesia namun keterwakilan perempuan masih penuh perjuangan,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Positif,Positif
310,momen ini terjadi saat puan menyampaikan capaian keterwakilan perempuan di dpr ri periode yang mencapai rekor tertinggi sepanjang sejarah yakni persen atau dari anggota dpr via,Kompetensi Menteri,Kompetensi Menteri,Positif,Positif
311,ketua kpu ri hasyim asyari memastikan dari dct yang didaftarkan oleh partai politik kuota keterwakilan perempuan persen telah tercapai di setiap dapil,Kompetensi Menteri,Kompetensi Menteri,Positif,Positif
312,para caleg perempuan papua ini optimistis dan berharap keterwakilan perempuan dalam politik dapat melahirkan kebijakan yang berpihak pada oap dan perempuan papua,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Positif,Positif
313,strategi zigzag dalam penetapan nomor urut bisa kerek keterwakilan perempuan di parlemen apabila strategi ini diterapkan besar kemungkinan caleg perempuan mendapatkan nomornomor awal seperti dan seterusnya,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Positif,Positif
314,sejumlah catatan muncul dari hasil pemilu mulai dari persoalan administrasi keterwakilan perempuan hingga yang paling anyar mengenai masalah transparansi dokumen pencalonan presiden dan wakil presiden,Fleksibilitas,Fleksibilitas,Positif,Positif
315,mahkamah konstitusi mk diminta untuk mendiskualifikasi empat partai politik yang diduga abai terhadap pemenuhan kuota keterwakilan perempuan di legislatif provinsi gorontalo,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Positif,Positif
316,indonesia masih berjuang memenuhi kuota persen keterwakilan perempuan di parlemen sementara keterwakilan perempuan di beberapa negara lain sudah melebihi batas itu sistem pemilu menjadi kunci,Fleksibilitas,Fleksibilitas,Positif,Positif
317,untuk meningkatkan keterwakilan perempuan ngo perempuan berperan sebagai wadah pembekalan calon legislatif namun lebih dari ngo perempuan belum mempersiapkan pembekalan tersebut,Keterwakilan,Keterwakilan,Positif,Positif
318,menurut himma upaya pemerintah indonesia untuk mengadopsi keterwakilan perempuan di parlemen dan di partai sebesar persen sudah baik namun pada faktanya masih jauh dari harapan,Keterwakilan,Keterwakilan,Positif,Positif
319,kuota keterwakilan perempuan sebesar persen dalam pemilu belum terpenuhi lho gaes komnas perempuan mengungkap masih ada penolakan dan hambatan sosial yang dihadapi para perempuan,Keterwakilan,Keterwakilan,Positif,Positif
320,laporan kinerja ojk triwulan iv sobat ojk ojk secara berkala menerbitkan laporan kinerja ojk sebagai bentuk akuntabilitas dan transparansi kinerja ojk kepada publik serta bagian dari keterbukaan informasi publik kamu bisa mengetahui kondisi perekonomian global dan,Transparansi,Transparansi,Positif,Positif
321,laporan kinerja ojk triwulan i sobat ojk ojk secara berkala menerbitkan laporan kinerja ojk sebagai bentuk akuntabilitas dan transparansi kinerja ojk kepada publik serta bagian dari keterbukaan informasi publik kamu bisa mengetahui kondisi perekonomian global dan,Transparansi,Transparansi,Positif,Positif
322,selamat memperingat hari hak untuk tahu right to know day ki pusat mengajak seluruh masyarakat memperingati hari hak untuk tahu sebagai momentum penting untuk mewujudkan keterbukaan informasi publik mari bersama kita kawal transparansi untuk indonesia yang lebih baik,Fleksibilitas,Fleksibilitas,Positif,Positif
323,tahukah kamu setiap september dunia memperingati hari hak untuk tahu sedunia pengingat bahwa setiap warga negara berhak atas informasi publik demi transparansi karena keterbukaan informasi publik adalah pondasi agar setiap program sosial bisa dirasakan oleh masyarakat,Transparansi,Transparansi,Positif,Positif
324,keterbukaan informasi publik adalah wujud nyata transparansi dan akuntabilitas sob kamu dapat melihat realisasi anggaran kegiatan big secara lengkap pada tautan berikut dengan keterbukaan informasi kita bisa ikut mengawal transparansi,Transparansi,Transparansi,Positif,Positif
325,keterbukaan informasi publik merupakan poin penting bagi terwujudnya akuntabilitas penyelenggaraan pelayanan publik salah satu implementasi dalam mendukung keterbukaan dan transparansi informasi publik adalah melalui publikasi pengelolaan pengaduan,Transparansi,Transparansi,Positif,Positif
326,wakililah secara terbuka dan jujur transparansi perlu keterbukaan informasi publik sidang pembahasan ruu perampasan aset secara terbuka dan tak perlu harus di hotel live di media arus utama mainstream merdeka,Transparansi,Transparansi,Netral,Netral
327,direktur indonesia indikator rustika herlambang mengapresiasi polri atas peraihan penghargaan keterbukaan informasi publik yang diselenggarakan oleh komisi informasi pusat kip menurutnya penghargaan ini mencerminkan komitmen polri terhadap transparansi dan upaya,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Positif,Positif
328,keterbukaan informasi publik merupakan wujud komitmen kementerian pertahanan kemhan dalam melaksanakan prinsip transparansi dan akuntabilitas,Transparansi,Transparansi,Positif,Positif
329,ini mempermalukan dua institusi negara sekaligus lembaga kpk yang tidak transparan lagi kepolisian yang tidak mendukung transparansi pemberantasan korupsi yang jelas ga mungkin baju polisi itu dibeli cagub bengkulu tsb kan mana lengkap lagi set hadehhhh rusak negara,Transparansi,Transparansi,Negatif,Negatif
330,hai penerapan keterbukaan informasi publik yang optimal ternyata menjadi salah satu pilar penting dalam mewujudkan good governance lho yuk lihat beberapa informasi publik mengenai kinerja dan pengelolaan anggaran kementerian sekretariat negara yang sudah,Transparansi,Transparansi,Positif,Positif
331,komisi pemberantasan korupsi kpk telah membuka laporan harta kekayaan penyelenggara negara lhkpn para menteri kabinet merah putih yang dipimpin presiden prabowo subianto deputi pencegahan dan monitoring kpk pahala nainggolan menyampaikan menteri terkaya di kabinet prabowo,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Positif,Positif
332,bicara soal upaya pemberantasan korupsi ganjarmahfud komitmen akan tingkatkan transparansi miskinkan koruptor dan kirim ke nusakambangan prabowogibran akan menjamin kualitas hidup para penegak hukum dan pejabat dengan cara menaikkan gaji kalian setuju cara siapa,Transparansi,Transparansi,Positif,Positif
333,komisi pemberantasan korupsi kpk telah mengonfirmasi bahwa seluruh menteri kabinet merah putih di bawah kepemimpinan presiden prabowo subianto dan wakil presiden gibran rakabuming telah menyerahkan laporan harta kekayaan penyelenggara negara lhkpn deputi pencegahan dan,Kompetensi Menteri,Kompetensi Menteri,Positif,Positif
334,kemarin pendaftaran capim kpk baru aja ditutup total pendaftar capim ada dan pendaftar dewas ada siapa aja mereka dari yg terpantau di media ini namanya aktivis antikorupsi sudirman said eks menteri esdm pendiri masyarakat transparansi indonesia mti eks,Keterwakilan,Keterwakilan,Positif,Positif
335,hari hak untuk tahu sedunia menjadi momentum penting untuk menegaskan bahwa keterbukaan informasi adalah hak semua orang posind berkomitmen mendukung transparansi dan akses informasi yang merata demi membangun kepercayaan serta pelayanan yang lebih baik,Keterwakilan,Keterwakilan,Positif,Positif
336,hallo taukah kalian tentang ppid menjawab ppid menjawab adalah inovasi komunikasi publik dari komisi pemberantasan korupsi yang menghadirkan transparansi dan interaksi dengan masyarakat melalui kanal youtube yuk kita bahas di thread kali ini,Transparansi,Transparansi,Positif,Positif
337,tantangan akan datang dari para pejabat yang terusik oleh terobosan sang menkeu kita doakan dan kita dukung transparansi penggunaan uang negara untuk kepentingan rakyat semoga bisa memberantas korupsi uang negara oleh para pejabat yg menyalahgunakan kewenangannya,Transparansi,Transparansi,Positif,Positif
338,uang sitaan milyar hanya tinggal sisa dollar us yang lainnya kemana uang sitaan korupsi di indonesia diduga sering kali hilang atau tidak transparan dalam pengelolaannya perlu transparansi dan akuntabilitas,Transparansi,Transparansi,Negatif,Negatif
339,luhut binsar panjaitan karena jabatannya berkewajiban harus transparan dan akuntabel poin fatiah di atas adalah kunci negara demokrasi modern korupsi dan kesewenang itu resepnya gampang dimulai dari minimnya transparansi dan akuntabilitas sederhana kok,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Negatif,Negatif
340,tau gak knp pakai uang pribadi utk urusan negara itu bahaya krn itu soal transparansi dan akuntabilitas yg begini jd alasan korupsi di lapangan krn butuh uang ilegal utk nutup kerugian pribadi ada ketidaktepatan antara perencanaan dan implementasi bahaya sumber korup,Transparansi,Transparansi,Negatif,Negatif
341,dlm rangka dukung keterbukaan informasi publik penguatan komunikasi kebijakan bhkln amp selenggarakan bimtek komunikasi efektif bg bertema penyuluh bicara lautra menyebar informasi menggerakkan aksi pd okt,Fleksibilitas,Fleksibilitas,Positif,Positif
342,alasan kejagung tampilkan uang triliunan sitaan kasus korupsi minyak goreng tujuannya adalah transparansi informasi kepada publik terlebih perihal kerugian negara yang ditimbulkan dari praktik rasuah tersebut di saat uang nggak kita tunjukin masyarakat bilang perkara yang,Transparansi,Transparansi,Positif,Positif
343,setiap rupiah punya arti bpkp berkomitmen menjaga transparansi melalui keterbukaan informasi realisasi anggaran agar masyarakat dapat ikut mengawasi bersama kita kawal setiap rupiah untuk indonesia yang lebih baik,Transparansi,Transparansi,Positif,Positif
344,migrant care menilai pemilu di luar negeri sebagai yang terburuk banyak persoalan mendasar ditemukan mulai dari prapemungutan pemungutan hingga pascapemungutan termasuk minimnya keterbukaan informasi kegagalan diplomasi ppln dugaan kecurangan hingga transparansi,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Negatif,Negatif
345,penerapan uu kip yg telah menginjak umur tahun apakah sudah optimal dalam memastikan transparansi pemerintahan sebagai salah satu pilar good governance yg didasarkan pada respon berbagai lembaga negara thdp permohonan informasi yang kami ajukan pada periode tahun,Transparansi,Transparansi,Positif,Positif
346,ini adalah wakeup call untuk kita semua masyarakat aware dan tuntut transparansi pemerintah pengawasan ketat amp hukum tegas industri tanggung jawab sosial bukan optional atau kita mau tunggu bencana lebih besar lagi,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Negatif,Negatif
347,singapura menempati posisi teratas di asia tenggara dan global dalam indeks kinerja asn dengan skor menegaskan efisiensi dan transparansi pemerintahannya indonesia berada di posisi kedua di kawasan dengan skor menunjukkan kemajuan positif meski masih,Transparansi,Transparansi,Netral,Netral
348,gimana ya kita ngritisi nanti dibilang sok pandai nggak dikritik fakta di depan mata tapi netizen punya hak untuk speak up jadi ketika pengawasan yang lemah tata kelola tidak baik pun transparansi tidak dilakukan maka pintu masuk bagi korupsi kolusi nepotisme terbuka,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Negatif,Negatif
349,tak transparan makan bergizi gratis komisi pemberantasan korupsi mempersoalkan transparansi program makan bergizi gratis penunjukan mitra bersifat eksklusif simak selengkapnya program bocor alus politik di channel youtube tempodotco dan spotify,Transparansi,Transparansi,Negatif,Negatif
350,korupsi dan kemunduran hukum di era jokowi refleksi transparansi occrp di awal tahun organised crime and corruption reporting project occrp kembali mengeluarkan laporan yang menggemparkan dunia khususnya masyarakat indonesia dalam laporannya occrp menyoroti bahwa,Transparansi,Transparansi,Negatif,Negatif
351,setuju pembersihan institusi seperti ma mk kejaksaan polri tni amp kpk krusial prabowo tekankan reformasi peradilan amp antikorupsi setneg bpkp meski kritik icw soal komitmen implementasi independensi yudikatif jadi kunci langkah konkret apa yg kamu,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Positif,Positif
352,kpk meminta aparat penegak hukum pengawas pemerintah dan pemerintah daerah untuk meningkatkan transparansi saat menerima laporan dugaan tindak pidana korupsi,Transparansi,Fleksibilitas,Positif,Positif
353,betul harus ada transparansi setiap dana dana hasil dari penyitaan oleh negara harus ada lembaga yang mengelola dan menyampaikan laporannya sebagaimana dana dana penyitaan dari kasus korupsi juga banyak yang mempertanyakan dan seharusnya dana tersebut dilaporkan menjadi,Transparansi,Transparansi,Positif,Positif
354,hingga saat ini satusatunya figur yang paling konsisten sikapnya terhadap demokrasi hukum transparansi nepotisme pluralisme korupsi dan kolusi adalah ahok makanya tak heran jika elektabilitasnya masih sangat tinggi di jakarta yaitu ahok bahkan tidak beda jauh dengan,Transparansi,Kebijakan dan Pelayanan Pemerintah,Positif,Negatif
355,halo sobat bapastar berikut adalah hasil survei persepsi kualitas pelayanan dan survei persepsi anti korupsi spkpspak badan strategi kebijakan hukum dan ham ri untuk data responden balai pemasyarakatan bapas kelas ii tarakan bulan september tags,Transparansi,Fleksibilitas,Netral,Positif
356,perdana menteri albania edi rama menunjuk bot ai bernama diella sebagai menteri untuk melawan korupsi dan meningkatkan transparansi pemerintahan diella yang dikembangkan bersama microsoft akan mengawasi tender publik agar bebas dari korupsi meskipun statusnya secara,Transparansi,Transparansi,Netral,Positif
357,sampai saat ini arahan dan sikap presiden prabowo utk kesejahteraan rakyat demokrasi penegakan hukum dan pemberantasan korupsi msh memberi harapan teranyar pidatonya di gsn agar pjbt termasuk dprdprd tidak bnyk studi banding krn kita sdh tahu masalah kita dulu kalau,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Positif,Positif
358,prabowo menegaskan era digital saat ini menuntut transparansi partai politik harus lebih berhatihati dalam mengelola apbn agar tidak terjebak dalam praktik korupsi yang dapat merusak kepercayaan publik,Kebijakan dan Pelayanan Pemerintah,Transparansi,Positif,Positif
359,menuju tahun kepemimpinan presiden prabowo subianto pemerintah terus bergerak cepat untuk rakyat upaya pemberantasan korupsi dan penertiban tambang ilegal berhasil menyelamatkan triliunan rupiah uang negara di sisi lain berbagai program pro rakyat dijalankan seperti,Fleksibilitas,Kebijakan dan Pelayanan Pemerintah,Positif,Positif
360,di era prabowo mulai oktober kepastian hukum dan usaha menunjukkan kemajuan seperti deregulasi impor peraturan baru untuk nusantara dan penguatan antikorupsi di bumn sumber jakarta post reuters indonesia business post namun tantangan tetap ada termasuk kritik,Fleksibilitas,Kebijakan dan Pelayanan Pemerintah,Positif,Positif
361,kejagung berhasil menyelamatkan rp triliun hasil sitaan dari kasus korupsi ekspor cpo langkah nyata penegakan hukum disaksikan langsung presiden prabowo uang negara kembali untuk rakyat bukti keseriusan pemerintah memberantas korupsi,Fleksibilitas,Kebijakan dan Pelayanan Pemerintah,Positif,Positif
362,sebentar lagi tahun kepemimpinan prabowo gibran lalu bagaimana nasib demokrasi dan upaya pemberantasan korupsinya bagaimana korban dari kriminalisasi keangkuhan pejabat negara kebijakan yang kerap kali meminggirkan hak dasar warga negara untuk dapatkan kehidupan yang,Fleksibilitas,Keterwakilan,Positif,Negatif
363,transparansi dan kejujuran jokowi patut dipertanyakan karena soal ijazah saja tidak mau terbuka wajar banyak kasus korupsi terkuak yang terjadi di era jokowi,Transparansi,Transparansi,Netral,Negatif
364,coba undang undang perampasan korupsinya segera disahkan dan jangan lupa duit sitaan masuk dan keluarnya hrs transparansi rakyat bener bener akan memantau para pejabat negeri ini,Transparansi,Kebijakan dan Pelayanan Pemerintah,Positif,Negatif
365,pengamat intelijen dan geopolitik tak ada transparansi aparat penegak hukum dalam menangani kasus korupsi di era prabowo,Transparansi,Transparansi,Negatif,Negatif
366,sri mulyani indrawati ditunjuk sebagai menteri keuangan karena rekam jejaknya yang kuat reformasi pajak antikorupsi dan menjaga stabilitas ekonomi di bawah tiga presiden sby jokowi prabowo sekarang dia diakui internasional menarik investasi dan,Transparansi,Kompetensi Menteri,Netral,Positif
367,dengan kejadian ini dugaan korupsi tata kelola minyak mentah dan produk kilang kami akan semakin meningkatkan transparansi dan tata kelola yang baik ucap simon,Transparansi,Transparansi,Netral,Positif
368,sri mulyani indrawati adalah menteri keuangan yang kompeten dan reformis dengan rekam jejak kuat dalam memperkuat ekonomi indonesia prestasinya termasuk menavigasi krisis meningkatkan investasi asing reformasi antikorupsi di pajak meningkatkan penerimaan hingga,Kompetensi Menteri,Kompetensi Menteri,Positif,Positif
369,haramkan korupsi di bumi garuda pendadaran menteri di lembah tidar oleh presiden prabowo subianto menghentak jiwa nasionalisme kabinet merah putih gilas koruptor menteri perumahan dan kawasan permukiman maruarar sirait gercep meminimalisasi celah korupsi,Fleksibilitas,Kebijakan dan Pelayanan Pemerintah,Positif,Negatif
370,pm albania edi rama mengangkat seorang menteri yang dihasilkan oleh ai untuk menangkal korupsi dan mendorong transparansi serta inovasi dalam kabinet barunya,Fleksibilitas,Kompetensi Menteri,Positif,Netral
371,terus tanamkan perilaku anti korupsi menteri pertanian memberikan secara simbolis sajadah bagi staf kementan yang beragama muslim juga tikus di dalam sangkar untuk memperingati hari anti korupsi sedunia yang jatuh pada desember lalu,Kompetensi Menteri,Kebijakan dan Pelayanan Pemerintah,Positif,Negatif
372,pemerintah china menjatuhkan hukuman mati kpd ex pimpinan bank of china liu krn terbukti korupsi dan bertindak sewenangwenang jubir pemerintah china mengatakan kami menghukum mati lagi orang koruptor untuk mendidik rakyat kami yang berjumlah miliar orang,Transparansi,Kebijakan dan Pelayanan Pemerintah,Positif,Positif
373,negara ini terlalu baik kepada koruptor lamalama uang rakyat di bank pemerintah habis dikorupsi gentian tukang es serut ngajuin kredit dipersulit kejagung menetapkan dirut sritex sebagai tersangka kasus dugaan korupsi kredit dari bpd dengan kerugian sebesar rp t,Transparansi,Kebijakan dan Pelayanan Pemerintah,Negatif,Negatif
374,sobatani komitmen menteri pertanian dalam memerangi korupsi tidak mainmain peringati hari anti korupsi sedunia hakordia mentan amran membagikan sajadah amp tikus kepada staf kementerian pertanian di lapangan kantor pusat kementan jakarta jumat,Kompetensi Menteri,Kebijakan dan Pelayanan Pemerintah,Positif,Netral
375,iya prabowo emg baik bgt orang terdekatnya dikasih jabatan apalagi skrg jumlah menteri ga terbatas amp sesuai kebutuhan presiden makanya kementerian kita byk bgttt tapi kinerjanya nol belum lagi pejabat mau dinaikin gajinya biar ga korupsi katanya sementara eks koruptornya,Transparansi,Kebijakan dan Pelayanan Pemerintah,Netral,Negatif
376,tak hanya mengenai pemberantasan korupsi imbuh mensesneg presiden prabowo juga mengingatkan seluruh jajarannya untuk tidak menyampaikan pernyataan yang dapat menimbulkan polemik di tengah masyarakat,Transparansi,Kebijakan dan Pelayanan Pemerintah,Positif,Negatif
377,kebijakan yang membuka peluang bagi warga asing memimpin bumn sempat menimbulkan pertanyaan kalau mereka korupsi apakah bisa dihukum jawabannya bisa kejaksaan agung menegaskan hukum indonesia berlaku bagi siapa pun tanpa pandang asal negara langkah presiden prabowo ini,Fleksibilitas,Kebijakan dan Pelayanan Pemerintah,Positif,Negatif
378,ternyata anies mengatakan prabowo nilainya dari kini terbukti kabinet yg dibentuk berantakan gak jelas banyak yg gak profesional kabinet yg akan dibentuk tidak menggambarkan pembernatasan korupsi kpk nya yg baru ditandatangani jokowisemuanya bermasalah dgn korups,Transparansi,Kebijakan dan Pelayanan Pemerintah,Positif,Negatif
379,janji meritokrasi bagi jabatan ke timses amp relawan janji berantas korupsi koruptor dikasih penghargaan janji lapangan kerja phk di manamana janji pemerintahan bersih pejabat bermasalah dipertahankan harus percaya apanya,Transparansi,Keterwakilan,Negatif,Negatif
380,unjuk rasa menuntut transparansi pemerintah serbia menolak korupsi dan mendesak presiden mundur,Transparansi,Kebijakan dan Pelayanan Pemerintah,Netral,Negatif
381,gemuknya kabinet merah putih dengan menteri dan wakil menteri sebanyak orang dengan tugas yang tumpang tindih dan gak jelas maka kesempatan untuk korupsi bisa lebih besar koordinasi yang buruk bikin pengawasan lebih lemah sehingga lebih mudah bagi oknum untuk,Transparansi,Kebijakan dan Pelayanan Pemerintah,Netral,Negatif
382,langkah yg diambil pemerintah atas kasus pagar laut tangerang baru bersifat hukum administrasi dan teknis pdhal tindak pidana jelas merampas ruang publik dgn sertifikat ilegal pasti ilegal melalui kolusikorupsi aneh blm ada penetapan lidik dan sidik sbg kasus pidana,Fleksibilitas,Kebijakan dan Pelayanan Pemerintah,Negatif,Negatif
383,triliun kembali ke negara pengembalian kerugian negara dr korporasi sawit pd kasus cpo menunjukkan keseriusan kejagung dlm menindak korupsi di sektor strategis hadirnya presiden prabowo sbg langkah kuat pemerintah dlm menegakkan law enforcement amp pemulihan kerugian negara,Transparansi,Kebijakan dan Pelayanan Pemerintah,Positif,Negatif
384,ketum ga waras hilang akal ko dukung gibran apa ditekan jkw klu ga dukung anakku banyak ketum bermasalah korupsi bisa jd tsk klu prabowo sakit berhalangan tetap gibran jd presiden baru th jd walikota nepotisme jd presiden rakyat yg pilih apa waras x,Keterwakilan,Kebijakan dan Pelayanan Pemerintah,Netral,Negatif
385,menteri pertanian andi amran sulaiman mencopot tiga orang pejabat kementerian pertanian yang diduga korupsi proyek mencapai rp miliar kasus ini sedang ditangani penegak hukum korupsi itu berawal dari oknum swasta yang meminta proyek dari kementerian pertanian kemudian,Kompetensi Menteri,Kompetensi Menteri,Positif,Positif
386,kami sesama muslim pun justru gerah bu sama sekte yg satu itu pun dibiarin sama pemerintah cult leadernya mau ditangkep korupsi haji aja gak jadi ibu sebenarnya gk perlu khawatir kl ke non muslim mereka amat friendly suka jaga gereja dll bahkan ke netanyahu pun sohiban,Keterwakilan,Keterwakilan,Negatif,Negatif
387,nadiem dalam pusaran korupsi digitalisasi tanpa transparansi hanya omong kosong,Transparansi,Kompetensi Menteri,Negatif,Negatif
388,misteri dana sitaan korupsi tanpa transparansi pintu penyelewengan terbuka lebar,Transparansi,Kebijakan dan Pelayanan Pemerintah,Netral,Negatif
389,kalo korupsi karena kebijakan yang merugikan negara walau tak ada aliran uang ke kantong pribadi harusnya jokowi juga ditangkap oleh kejagung dengan tuduhan yang sama ada banyak perpres pp perppu dan ruu yang dibuat banyak merugikan rakyat dan negara harusnya menteri,Transparansi,Kebijakan dan Pelayanan Pemerintah,Negatif,Netral
390,presiden prabowo tegaskan komitmen penegakkan hukum dan pemberantasan korupsi di indonesia,Fleksibilitas,Kebijakan dan Pelayanan Pemerintah,Positif,Positif
391,rpt uang rakyat harus kembali ke rakyat presiden prabowo mengapresiasi penyitaan smelter rampasan kasus korupsi dari kejaksaan agung prabowo mengatakan penyitaan ini bukti pemerintah serius membasmi korupsi smelter rampasan korupsi disita oleh negara,Fleksibilitas,Kebijakan dan Pelayanan Pemerintah,Positif,Positif
392,masih ingat peristiwa peretasan pusat data nasional oleh hacker tahun lalu yg membuat banyak layanan pemerintah terganggu itu rupanya masalahnya klasik korupsi pengadaan proyek pdns jika dirjennya saja dapat suap triliun apakah menterinya tidak dapat,Transparansi,Keterwakilan,Netral,Negatif
393,pramono tekankan transparansi dan proteksi diri kunci pencegahan korupsi,Transparansi,Kebijakan dan Pelayanan Pemerintah,Positif,Netral
394,media china soroti transparansi dan ancaman korupsi dalam danantara,Transparansi,Kebijakan dan Pelayanan Pemerintah,Positif,Negatif
395,beberapa menteri di kabinet prabowo yang berasal dari rekomendasi jokowi dan dianggap bersih berdasarkan rekam jejak publik sri mulyani indrawati keuangan erick thohir bumn dan budi gunadi sadikin kesehatan mereka tak terlibat kasus korupsi signifikan menurut sumber,Transparansi,Kompetensi Menteri,Netral,Negatif
